name,uniprot,gene_name,t2d_minus_control,t2d_minus_control_pvals,high_hba1c_minus_control,high_hba1c_minus_control_pvals
NEU1_Q9NP84,Q9NP84,TNFRSF12A,,,,
NEU1_Q9NR71,Q9NR71,ASAH2,,,,
NEU1_Q9P0K1,Q9P0K1,ADAM22,,,,
NEU1_Q9P126,Q9P126,CLEC1B,,,,
NEU1_Q9UBT3,Q9UBT3,DKK4,,,,
NEU1_Q9ULL4,Q9ULL4,PLXNB3,,,,
NEU1_Q9Y336,Q9Y336,SIGLEC9,,,,
NEX_O00308,O00308,WWP2,,,,
NEX_O14944,O14944,EREG,,,,
NEX_O15263,O15263,"DEFB4B,DEFB4A",,,,
NEX_O15496,O15496,PLA2G10,,,,
NEX_O76070,O76070,SNCG,,,,
NEX_O94985,O94985,CLSTN1,,,,
NEX_P06748,P06748,NPM1,,,,
NEX_P07196,P07196,NEFL,,,,
NEX_P07306,P07306,ASGR1,,,,
NEX_P08962,P08962,CD63,,,,
NEX_P09211,P09211,GSTP1,,,,
NEX_P09466,P09466,PAEP,,,,
NEX_P11464,P11464,PSG1,,,,
NEX_P11684,P11684,SCGB1A1,,,,
NEX_P13284,P13284,IFI30,,,,
NEX_P13385,P13385,TDGF1,,,,
NEX_P14207,P14207,FOLR2,,,,
NEX_P14625,P14625,HSP90B1,,,,
NEX_P16444,P16444,DPEP1,,,,
NEX_P18031,P18031,PTPN1,,,,
NEX_P19801,P19801,AOC1,,,,
NEX_P20138,P20138,CD33,,,,
NEX_P21802,P21802,FGFR2,,,,
NEX_P23443,P23443,RPS6KB1,,,,
NEX_P23588,P23588,EIF4B,,,,
NEX_P24001,P24001,IL32,,,,
NEX_P24071,P24071,FCAR,,,,
NEX_P26951,P26951,IL3RA,,,,
NEX_P29218,P29218,IMPA1,,,,
NEX_P30519,P30519,HMOX2,,,,
NEX_P32456,P32456,GBP2,,,,
NEX_P32926,P32926,DSG3,,,,
NEX_P36269,P36269,GGT5,,,,
NEX_P37108,P37108,SRP14,,,,
NEX_P40198,P40198,CEACAM3,,,,
NEX_P40933,P40933,IL15,,,,
NEX_P41208,P41208,CETN2,,,,
NEX_P41227,P41227,NAA10,,,,
NEX_P42892,P42892,ECE1,,,,
NEX_P43628,P43628,KIR2DL3,,,,
NEX_P48357,P48357,LEPR,,,,
NEX_P49789,P49789,FHIT,,,,
NEX_P51452,P51452,DUSP3,,,,
NEX_P52943,P52943,CRIP2,,,,
NEX_P55291,P55291,CDH15,,,,
NEX_P58417,P58417,NXPH1,,,,
NEX_P63098,P63098,PPP3R1,,,,
NEX_P78560,P78560,CRADD,,,,
NEX_Q03393,Q03393,PTS,,,,
NEX_Q06323,Q06323,PSME1,,,,
NEX_Q10589,Q10589,BST2,,,,
NEX_Q12864,Q12864,CDH17,,,,
NEX_Q13444,Q13444,ADAM15,,,,
NEX_Q13451,Q13451,FKBP5,,,,
NEX_Q14956,Q14956,GPNMB,,,,
NEX_Q15126,Q15126,PMVK,,,,
NEX_Q16619,Q16619,CTF1,,,,
NEX_Q16864,Q16864,ATP6V1F,,,,
NEX_Q5JZY3,Q5JZY3,EPHA10,,,,
NEX_Q6UWL6,Q6UWL6,KIRREL2,,,,
NEX_Q6UX27,Q6UX27,VSTM1,,,,
NEX_Q6UXK2,Q6UXK2,ISLR2,,,,
NEX_Q86Z14,Q86Z14,KLB,,,,
NEX_Q8IU54,Q8IU54,IFNL1,,,,
NEX_Q8IX05,Q8IX05,CD302,,,,
NEX_Q8N474,Q8N474,SFRP1,,,,
NEX_Q8TCT1,Q8TCT1,PHOSPHO1,,,,
NEX_Q92597,Q92597,NDRG1,,,,
NEX_Q969M7,Q969M7,UBE2F,,,,
NEX_Q96B36,Q96B36,AKT1S1,,,,
NEX_Q96EK5,Q96EK5,KIAA1279,,,,
NEX_Q96EP0,Q96EP0,RNF31,,,,
NEX_Q96IU4,Q96IU4,ABHD14B,,,,
NEX_Q96RJ3,Q96RJ3,TNFRSF13C,,,,
NEX_Q99426,Q99426,TBCB,,,,
NEX_Q9BTE6,Q9BTE6,"PTGES3L-AARSD1,AARSD1",,,,
NEX_Q9BW30,Q9BW30,TPPP3,,,,
NEX_Q9BYC5,Q9BYC5,FUT8,,,,
NEX_Q9H0C8,Q9H0C8,ILKAP,,,,
NEX_Q9H477,Q9H477,RBKS,,,,
NEX_Q9H4A9,Q9H4A9,DPEP2,,,,
NEX_Q9H4F8,Q9H4F8,SMOC1,,,,
NEX_Q9NRG1,Q9NRG1,PRTFDC1,,,,
NEX_Q9UHV9,Q9UHV9,PFDN2,,,,
NEX_Q9UJ72,Q9UJ72,ANXA10,,,,
NEX_Q9UK53,Q9UK53,ING1,,,,
NEX_Q9UKS7,Q9UKS7,IKZF2,,,,
NEX_Q9Y2V2,Q9Y2V2,CARHSP1,,,,
NEX_Q9Y4X3,Q9Y4X3,CCL27,,,,
NEX_Q9Y5P4,Q9Y5P4,COL4A3BP,,,,
NEX_Q9Y680,Q9Y680,FKBP7,,,,
NEX_Q9Y6D9,Q9Y6D9,MAD1L1,,,,
ODA_O00186,O00186,STXBP3,,,,
ODA_O00748,O00748,CES2,,,,
ODA_O14713,O14713,ITGB1BP1,,,,
ODA_O15357,O15357,INPPL1,,,,
ODA_O43570,O43570,CA12,,,,
ODA_O43854,O43854,EDIL3,,,,
ODA_O60240,O60240,PLIN1,,,,
ODA_O60760,O60760,HPGDS,,,,
ODA_O60934,O60934,NBN,,,,
ODA_O75354,O75354,ENTPD6,,,,
ODA_O75569,O75569,PRKRA,,,,
ODA_O75688,O75688,PPM1B,,,,
ODA_O75787,O75787,ATP6AP2,,,,
ODA_O95831,O95831,AIFM1,,,,
ODA_O95994,O95994,AGR2,,,,
ODA_P01229,P01229,LHB,,,,
ODA_P01258,P01258,CALCA,,,,
ODA_P01588,P01588,EPO,,,,
ODA_P06850,P06850,CRH,,,,
ODA_P07332,P07332,FES,,,,
ODA_P07947,P07947,YES1,,,,
ODA_P09769,P09769,FGR,,,,
ODA_P09960,P09960,LTA4H,,,,
ODA_P19429,P19429,TNNI3,,,,
ODA_P19878,P19878,NCF2,,,,
ODA_P20472,P20472,PVALB,,,,
ODA_P20936,P20936,RASA1,,,,
ODA_P21246,P21246,PTN,,,,
ODA_P23582,P23582,NPPC,,,,
ODA_P25786,P25786,PSMA1,,,,
ODA_P27797,P27797,CALR,,,,
ODA_P29474,P29474,NOS3,,,,
ODA_P30838,P30838,ALDH3A1,,,,
ODA_P35070,P35070,BTC,,,,
ODA_P40121,P40121,CAPG,,,,
ODA_P42658,P42658,DPP6,,,,
ODA_P42768,P42768,WAS,,,,
ODA_P48730,P48730,CSNK1D,,,,
ODA_P49023,P49023,PXN,,,,
ODA_P49763-3,P49763,PGF,,,,
ODA_P49767,P49767,VEGFC,,,,
ODA_P49788,P49788,RARRES1,,,,
ODA_P50749,P50749,RASSF2,,,,
ODA_P53539,P53539,FOSB,,,,
ODA_P53582,P53582,METAP1,,,,
ODA_P55957,P55957,BID,,,,
ODA_P61244,P61244,MAX,,,,
ODA_P68106,P68106,FKBP1B,,,,
ODA_P80303,P80303,NUCB2,,,,
ODA_P98073,P98073,TMPRSS15,,,,
ODA_Q02246,Q02246,CNTN2,,,,
ODA_Q02880,Q02880,TOP2B,,,,
ODA_Q03426,Q03426,MVK,,,,
ODA_Q07954,Q07954,LRP1,,,,
ODA_Q0Z7S8,Q0Z7S8,FABP9,,,,
ODA_Q11201,Q11201,ST3GAL1,,,,
ODA_Q12778,Q12778,FOXO1,,,,
ODA_Q12913,Q12913,PTPRJ,,,,
ODA_Q13145,Q13145,BAMBI,,,,
ODA_Q13308,Q13308,PTK7,,,,
ODA_Q15116,Q15116,PDCD1,,,,
ODA_Q15165,Q15165,PON2,,,,
ODA_Q15797,Q15797,SMAD1,,,,
ODA_Q7L5Y9,Q7L5Y9,MAEA,,,,
ODA_Q7L8A9,Q7L8A9,VASH1,,,,
ODA_Q7LG56,Q7LG56,RRM2B,,,,
ODA_Q86SJ6,Q86SJ6,DSG4,,,,
ODA_Q86SR1,Q86SR1,GALNT10,,,,
ODA_Q86WD7,Q86WD7,SERPINA9,,,,
ODA_Q8IUK5,Q8IUK5,PLXDC1,,,,
ODA_Q8N8S7,Q8N8S7,ENAH,,,,
ODA_Q8NC01,Q8NC01,CLEC1A,,,,
ODA_Q8NDB2,Q8NDB2,BANK1,,,,
ODA_Q96D42,Q96D42,HAVCR1,,,,
ODA_Q96RT1,Q96RT1,ERBB2IP,,,,
ODA_Q9BXJ7,Q9BXJ7,AMN,,,,
ODA_Q9GZY6,Q9GZY6,LAT2,,,,
ODA_Q9HAW4,Q9HAW4,CLSPN,,,,
ODA_Q9NQ88,Q9NQ88,C12orf5,,,,
ODA_Q9NRA1,Q9NRA1,PDGFC,,,,
ODA_Q9NXA8,Q9NXA8,SIRT5,,,,
ODA_Q9P0J1,Q9P0J1,PDP1,,,,
ODA_Q9UHF1,Q9UHF1,EGFL7,,,,
ODA_Q9UKL0,Q9UKL0,RCOR1,,,,
ODA_Q9ULX7,Q9ULX7,CA14,,,,
ODA_Q9UNK0,Q9UNK0,STX8,,,,
ODA_Q9Y478,Q9Y478,PRKAB1,,,,
ODA_Q9Y4K4,Q9Y4K4,MAP4K5,,,,
ODA_Q9Y5A7,Q9Y5A7,NUB1,,,,
ODA_Q9Y5L3,Q9Y5L3,ENTPD2,,,,
ODA_Q9Y5V3,Q9Y5V3,MAGED1,,,,
ODA_Q9Y653,Q9Y653,GPR56,,,,
ONC2_O00548,O00548,DLL1,,,,
ONC2_O00592,O00592,PODXL,,,,
ONC2_O00622,O00622,CYR61,,,,
ONC2_O14828,O14828,SCAMP3,,,,
ONC2_O15455,O15455,TLR3,,,,
ONC2_O43895,O43895,XPNPEP2,,,,
ONC2_O43927,O43927,CXCL13,,,,
ONC2_O60259,O60259,KLK8,,,,
ONC2_O60911,O60911,CTSV,,,,
ONC2_O75144,O75144,ICOSLG,,,,
ONC2_O75888,O75888,TNFSF13,,,,
ONC2_O95274,O95274,LYPD3,,,,
ONC2_O95388,O95388,WISP1,,,,
ONC2_O95407,O95407,TNFRSF6B,,,,
ONC2_O95971,O95971,CD160,,,,
ONC2_P00519,P00519,ABL1,,,,
ONC2_P01133,P01133,EGF,,,,
ONC2_P01135,P01135,TGFA,,,,
ONC2_P01298,P01298,PPY,,,,
ONC2_P04083,P04083,ANXA1,,,,
ONC2_P04626,P04626,ERBB2,,,,
ONC2_P05231,P05231,IL6,,,,
ONC2_P06731,P06731,CEACAM5,,,,
ONC2_P06756,P06756,ITGAV,,,,
ONC2_P07948,P07948,LYN,,,,
ONC2_P07949,P07949,RET,,,,
ONC2_P08069,P08069,IGF1R,,,,
ONC2_P08670,P08670,VIM,,,,
ONC2_P09326,P09326,CD48,,,,
ONC2_P09382,P09382,LGALS1,,,,
ONC2_P09486,P09486,SPARC,,,,
ONC2_P09958,P09958,FURIN,,,,
ONC2_P10144,P10144,GZMB,,,,
ONC2_P13688,P13688,CEACAM1,,,,
ONC2_P14210,P14210,HGF,,,,
ONC2_P15260,P15260,IFNGR1,,,,
ONC2_P15328,P15328,FOLR1,,,,
ONC2_P15514,P15514,"AREG,AREGB",,,,
ONC2_P15692,P15692,VEGFA,,,,
ONC2_P16870,P16870,CPE,,,,
ONC2_P18084,P18084,ITGB5,,,,
ONC2_P18827,P18827,SDC1,,,,
ONC2_P20718,P20718,GZMH,,,,
ONC2_P21583,P21583,KITLG,,,,
ONC2_P21589,P21589,NT5E,,,,
ONC2_P21741,P21741,MDK,,,,
ONC2_P21860,P21860,ERBB3,,,,
ONC2_P26447,P26447,S100A4,,,,
ONC2_P26842,P26842,CD27,,,,
ONC2_P29317,P29317,EPHA2,,,,
ONC2_P31949,P31949,S100A11,,,,
ONC2_P32970,P32970,CD70,,,,
ONC2_P35052,P35052,GPC1,,,,
ONC2_P35916,P35916,FLT4,,,,
ONC2_P35968,P35968,KDR,,,,
ONC2_P37173,P37173,TGFBR2,,,,
ONC2_P38936,P38936,CDKN1A,,,,
ONC2_P40222,P40222,TXLNA,,,,
ONC2_P41439,P41439,FOLR3,,,,
ONC2_P43489,P43489,TNFRSF4,,,,
ONC2_P48023,P48023,FASLG,,,,
ONC2_P48307,P48307,TFPI2,,,,
ONC2_P50579,P50579,METAP2,,,,
ONC2_P50591,P50591,TNFSF10,,,,
ONC2_P56279,P56279,TCL1A,,,,
ONC2_P78325,P78325,ADAM8,,,,
ONC2_Q13158,Q13158,FADD,,,,
ONC2_Q13421,Q13421,MSLN,,,,
ONC2_Q14508,Q14508,WFDC2,,,,
ONC2_Q14512,Q14512,FGFBP1,,,,
ONC2_Q14956,Q14956,GPNMB,,,,
ONC2_Q15303,Q15303,ERBB4,,,,
ONC2_Q16674,Q16674,MIA,,,,
ONC2_Q16790,Q16790,CA9,,,,
"ONC2_Q29983,Q29980","Q29983,Q29980","MICA,MICB",,,,
ONC2_Q6BAA4,Q6BAA4,FCRLB,,,,
ONC2_Q6UXB2,Q6UXB2,CXCL17,,,,
ONC2_Q8TE58,Q8TE58,ADAMTS15,,,,
ONC2_Q8WXI7,Q8WXI7,MUC16,,,,
ONC2_Q96NY8,Q96NY8,PVRL4,,,,
ONC2_Q99717,Q99717,SMAD5,,,,
ONC2_Q9BXY4,Q9BXY4,RSPO3,,,,
ONC2_Q9BYH1,Q9BYH1,SEZ6L,,,,
ONC2_Q9HBG7,Q9HBG7,LY9,,,,
ONC2_Q9NQ30,Q9NQ30,ESM1,,,,
ONC2_Q9NS68,Q9NS68,TNFRSF19,,,,
ONC2_Q9P0G3,Q9P0G3,KLK14,,,,
ONC2_Q9UBG3,Q9UBG3,CRNN,,,,
ONC2_Q9UBX7,Q9UBX7,KLK11,,,,
ONC2_Q9UJ71,Q9UJ71,CD207,,,,
ONC2_Q9UKR3,Q9UKR3,KLK13,,,,
ONC2_Q9Y5W5,Q9Y5W5,WIF1,,,,
ONC3_O00233,O00233,PSMD9,,,,
ONC3_O14558,O14558,HSPB6,,,,
ONC3_O43524,O43524,FOXO3,,,,
ONC3_O43707,O43707,ACTN4,,,,
ONC3_O60542,O60542,PSPN,,,,
ONC3_O60575,O60575,SPINK4,,,,
ONC3_O60763,O60763,USO1,,,,
ONC3_O60907,O60907,TBL1X,,,,
ONC3_O75695,O75695,RP2,,,,
ONC3_O76038,O76038,SCGN,,,,
ONC3_O95379,O95379,TNFAIP8,,,,
ONC3_O95715,O95715,CXCL14,,,,
ONC3_P01303,P01303,NPY,,,,
ONC3_P01584,P01584,IL1B,,,,
ONC3_P01591,P01591,IGJ,,,,
ONC3_P02745,P02745,C1QA,,,,
ONC3_P02771,P02771,AFP,,,,
ONC3_P05187,P05187,ALPP,,,,
ONC3_P06865,P06865,HEXA,,,,
ONC3_P08397,P08397,HMBS,,,,
ONC3_P09105,P09105,HBQ1,,,,
ONC3_P09110,P09110,ACAA1,,,,
ONC3_P0DN86,P0DN86,CGB3,,,,
ONC3_P12872,P12872,MLN,,,,
ONC3_P13521,P13521,SCG2,,,,
ONC3_P13693,P13693,TPT1,,,,
ONC3_P13747,P13747,HLA-E,,,,
ONC3_P15121,P15121,AKR1B1,,,,
ONC3_P17948,P17948,FLT1,,,,
ONC3_P20273,P20273,CD22,,,,
ONC3_P20340,P20340,RAB6A,,,,
ONC3_P20849,P20849,COL9A1,,,,
ONC3_P28827,P28827,PTPRM,,,,
ONC3_P28838,P28838,LAP3,,,,
ONC3_P30260,P30260,CDC27,,,,
ONC3_P32004,P32004,L1CAM,,,,
ONC3_P33241,P33241,LSP1,,,,
ONC3_P35637,P35637,FUS,,,,
ONC3_P36888,P36888,FLT3,,,,
ONC3_P38484,P38484,IFNGR2,,,,
ONC3_P42331,P42331,ARHGAP25,,,,
ONC3_P42575,P42575,CASP2,,,,
ONC3_P43490,P43490,NAMPT,,,,
ONC3_P48643,P48643,CCT5,,,,
ONC3_P49441,P49441,INPP1,,,,
ONC3_P51580,P51580,TPMT,,,,
ONC3_P55008,P55008,AIF1,,,,
ONC3_P55039,P55039,DRG2,,,,
ONC3_P55789,P55789,GFER,,,,
ONC3_P62166,P62166,NCS1,,,,
ONC3_Q08174,Q08174,PCDH1,,,,
ONC3_Q12904,Q12904,AIMP1,,,,
ONC3_Q13459,Q13459,MYO9B,,,,
ONC3_Q14241,Q14241,TCEB3,,,,
ONC3_Q14353,Q14353,GAMT,,,,
ONC3_Q14773,Q14773,ICAM4,,,,
ONC3_Q496F6,Q496F6,CD300E,,,,
ONC3_Q53H82,Q53H82,LACTB2,,,,
ONC3_Q5VIR6,Q5VIR6,VPS53,,,,
ONC3_Q6PCB0,Q6PCB0,VWA1,,,,
ONC3_Q7Z5L0,Q7Z5L0,VMO1,,,,
ONC3_Q7Z739,Q7Z739,YTHDF3,,,,
ONC3_Q86SF2,Q86SF2,GALNT7,,,,
ONC3_Q8IWL2,Q8IWL2,SFTPA1,,,,
ONC3_Q8NEZ2,Q8NEZ2,VPS37A,,,,
ONC3_Q8WUW1,Q8WUW1,BRK1,,,,
ONC3_Q92832,Q92832,NELL1,,,,
ONC3_Q93096,Q93096,PTP4A1,,,,
ONC3_Q96FQ6,Q96FQ6,S100A16,,,,
ONC3_Q96I15,Q96I15,SCLY,,,,
ONC3_Q96J42,Q96J42,TXNDC15,,,,
ONC3_Q96PD4,Q96PD4,IL17F,,,,
ONC3_Q99536,Q99536,VAT1,,,,
ONC3_Q99795,Q99795,GPA33,,,,
ONC3_Q9BS26,Q9BS26,ERP44,,,,
ONC3_Q9BSL1,Q9BSL1,UBAC1,,,,
ONC3_Q9BYE9,Q9BYE9,CDHR2,,,,
ONC3_Q9H0P0,Q9H0P0,NT5C3A,,,,
ONC3_Q9H3G5,Q9H3G5,CPVL,,,,
ONC3_Q9H773,Q9H773,DCTPP1,,,,
ONC3_Q9H8J5,Q9H8J5,MANSC1,,,,
ONC3_Q9HD26,Q9HD26,GOPC,,,,
ONC3_Q9NTU7,Q9NTU7,CBLN4,,,,
ONC3_Q9P1Z2,Q9P1Z2,CALCOCO1,,,,
ONC3_Q9UDT6,Q9UDT6,CLIP2,,,,
ONC3_Q9UHD8,Q9UHD8,2022-09-09 00:00:00,,,,
ONC3_Q9UJY5,Q9UJY5,GGA1,,,,
ONC3_Q9UMF0,Q9UMF0,ICAM5,,,,
ONC3_Q9Y2B0,Q9Y2B0,CNPY2,,,,
ONC3_Q9Y5K2,Q9Y5K2,KLK4,,,,
ONC3_Q9Y5K8,Q9Y5K8,ATP6V1D,,,,
ONC3_Q9Y644,Q9Y644,RFNG,,,,
